setting,key
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000095_image_03.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000113_image_03.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000116_image_02.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000119_image_03.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000122_image_02.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000125_image_03.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000128_image_02.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000131_image_03.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000134_image_02.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000137_image_03.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000137_image_03.png|seg_1
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000140_image_02.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000143_image_03.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000146_image_02.png|seg_0
quantile_band_30%,2011_09_30_drive_0016_sync_image_0000000155_image_03.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000041_image_03.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000245_image_02.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000278_image_03.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000665_image_02.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000746_image_03.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000761_image_02.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000764_image_03.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000770_image_03.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000776_image_03.png|seg_0
quantile_band_30%,2011_10_03_drive_0047_sync_image_0000000782_image_03.png|seg_0
